DNS,IP,DATE,TIME,COUNTRY_CODE,COUNTRY_NAME,REGION_CODE,REGION_NAME,CITY,ZIP_CODE,TIME_ZONE,LATITUDE,LONGITUDE,METRO_CODE,REQUEST,STATUS,SIZE,REFERER,CLIENT_NAME,CLIENT_TYPE,CLIENT_VERSION,OS_NAME,OS_VERSION,ENGINE,DEVICE_BRAND_NAME,DEVICE_MODEL,DEVICE_TYPE
test.akumenius.com,80.28.221.123,2014-02-27,14:57:42 +0100,ES,Spain,CT,Catalonia,null,08840,Europe/Madrid,41.3215,2.022,0,GET /newdesign/libraries/jqueryui/css/ui-lightness/jquery.ui.datepicker.css HTTP/1.1,304,304,"""http://test.akumenius.com/newdesign/",Firefox,browser,3.6.17,Fedora,3.6.17,{'default': 'Gecko'},null,null,desktop
www.akumenius.com,195.57.124.71,2014-02-27,12:14:30 +0100,ES,Spain,AN,Andalusia,Málaga,29005,Europe/Madrid,36.7182,-4.4192,0,GET /libraries/jqueryui/css/ui-lightness/images/ui-bg_gloss-wave_35_f6a828_500x100.png HTTP/1.0,200,3762,http://www.akumenius.com/hotel-list,Internet Explorer,browser,8.0,Windows,XP,{'default': 'Trident'},null,null,desktop
localhost,127.0.0.1,2014-02-27,11:52:54 +0100,ES,Spain,GI,Girona,Girona,17003,Europe/Madrid,41.9831,2.8249,0,OPTIONS * HTTP/1.0,200,,,Apache,generic,,null,null,null,null,null,null
www.akumenius.com,107.178.38.221,2014-02-27,23:40:23 +0100,US,United States,null,null,null,null,America/Chicago,37.751,-97.822,0,GET /modules/raton/views/themes/bcoos/images/escapadas/golf.png HTTP/1.1,200,23985,http://www.akumenius.com/escapadas,null,null,null,GNU/Linux,null,null,null,null,desktop
www.akumenius.com,89.130.90.61,2014-03-01,13:13:15 +0100,ES,Spain,MD,Madrid,Alcobendas,28100,Europe/Madrid,40.5458,-3.6443,0,GET /modules/raton/views/themes/bcoos/js/home.js HTTP/1.1,200,7489,http://www.akumenius.com/,Mobile Safari,browser,7.0,iOS,7.0.4,{'default': 'WebKit'},null,null,null
www.akumenius.com,66.249.76.216,2014-02-23,03:41:05 +0100,US,United States,null,null,null,null,America/Chicago,37.751,-97.822,0,GET /hoteles-baratos/ofertas-hotel-The-Menzies-Carlton-en-Bournemouth-157291b-destinos.html HTTP/1.1,404,3100,,Googlebot,generic,2.1,null,null,null,null,null,null
www.akumenius.com,180.76.5.26,2014-02-24,11:21:06 +0100,CN,China,null,null,null,null,Asia/Shanghai,34.7725,113.7266,0,GET /destinos-baratos/destinos-caracteristicas/hoteles-baratos-en-Vicenza_ITALIA-con-Mascotas-admitidas---on-request HTTP/1.1,200,7232,,Baiduspider,generic,2.0,null,null,null,null,null,null
www.akumenius.com,85.84.211.1,2014-02-28,21:26:26 +0100,ES,Spain,PV,Basque Country,Barakaldo,48901,Europe/Madrid,43.2956,-2.9973,0,GET /modules/raton/views/themes/bcoos/css/2column_home.css HTTP/1.1,200,11146,http://www.akumenius.com/,Firefox,browser,27.0,Windows,Vista,{'default': 'Gecko'},null,null,desktop
www.akumenius.com,180.76.6.47,2014-02-24,22:57:05 +0100,CN,China,null,null,null,null,Asia/Shanghai,34.7725,113.7266,0,GET /destinos-baratos/hoteles-en-FishkillNYESTADOS-UNIDOS_ HTTP/1.1,200,7653,,Baiduspider,generic,2.0,null,null,null,null,null,null
test.akumenius.com,80.28.221.123,2014-02-27,16:26:54 +0100,ES,Spain,CT,Catalonia,null,08840,Europe/Madrid,41.3215,2.022,0,GET /newdesign/libraries/anythingSlider/images/6a.png HTTP/1.1,304,304,"""http://test.akumenius.com/newdesign/",Firefox,browser,3.6.17,Fedora,3.6.17,{'default': 'Gecko'},null,null,desktop
www.akumenius.com,186.82.214.90,2014-02-27,21:11:04 +0100,CO,Colombia,VAC,Departamento del Valle del Cauca,Santiago de Cali,760033,America/Bogota,3.4384,-76.5232,0,GET /modules/raton/views/themes/bcoos/images/buscadores/telefono-horario.png HTTP/1.1,200,5150,http://www.akumenius.com/destinosCaracteristicas/hoteles-baratos-en-Santa-Marta_COLOMBIA-con-Ba%C3%B1era-de-hidromasaje,Firefox,browser,27.0,Windows,7,{'default': 'Gecko'},null,null,desktop
www.akumenius.com,186.1.15.210,2014-02-25,16:24:15 +0100,NI,Nicaragua,MN,Departamento de Managua,Managua,null,America/Managua,12.1518,-86.2711,0,GET /icon.png HTTP/1.0,200,1089,,Internet Explorer,browser,8.0,Windows,7,{'default': 'Trident'},null,null,desktop
www.akumenius.com,80.59.2.216,2014-02-25,12:29:16 +0100,ES,Spain,AN,Andalusia,Dos Hermanas,41702,Europe/Madrid,37.2819,-5.9173,0,GET /modules/raton/views/themes/bcoos/images/logo_sinfoto.png HTTP/1.1,200,3638,http://www.akumenius.com/hoteles-baratos/ofertas-vacaciones-verano-en-costa-de-la-luz-cadiz.html,Chrome,browser,33.0.1750.117,Windows,XP,"{'default': 'WebKit', 'versions': {28: 'Blink'}}",null,null,desktop
www.akumenius.com,66.249.76.216,2014-02-24,02:06:58 +0100,US,United States,null,null,null,null,America/Chicago,37.751,-97.822,0,GET /destinosCaracteristicas/hoteles-baratos-en-Dead-Sea_ISRAEL-con-Sauna HTTP/1.1,200,13960,,Googlebot,generic,2.1,null,null,null,null,null,null
www.akumenius.com,84.123.122.159,2014-02-27,17:55:51 +0100,ES,Spain,IB,Balearic Islands,Palma,07013,Europe/Madrid,39.5661,2.6484,0,GET /includes/css/style.css HTTP/1.1,200,3637,http://www.akumenius.com/,Chrome,browser,33.0.1750.117,Windows,7,"{'default': 'WebKit', 'versions': {28: 'Blink'}}",null,null,desktop
www.akumenius.com,162.243.192.191,2014-02-23,11:21:02 +0100,US,United States,NY,New York,New York,10011,America/New_York,40.7308,-73.9975,501,GET /destinoAjax/X HTTP/1.1,200,3175,http://www.akumenius.com/destinos-baratos-index,spbot,generic,4.0.7,null,null,null,null,null,null
www.akumenius.com,2.139.201.29,2014-02-27,11:18:40 +0100,ES,Spain,VC,Valencia,Castelló de la Plana,12002,Europe/Madrid,40.2086,0.0311,0,GET /includes/images/uploaded/CHOLLOS/CHULETON-DE-BUEY.jpg HTTP/1.1,200,17312,http://www.akumenius.com/chollos,Firefox,browser,27.0,Windows,Server 2003,{'default': 'Gecko'},null,null,desktop
www.akumenius.com,5.10.83.73,2014-02-24,14:33:55 +0100,NL,Netherlands,NH,North Holland,Amsterdam,1012,Europe/Amsterdam,52.3759,4.8975,0,GET /escapadas/familiares-498/2.html HTTP/1.1,200,15967,,AhrefsBot,generic,5.0,null,null,null,null,null,null
www.akumenius.com,31.4.178.110,2014-02-27,21:24:19 +0100,ES,Spain,MD,Madrid,Madrid,28043,Europe/Madrid,40.4143,-3.7016,0,GET /modules/system/views/themes/bcoos/css/module.css HTTP/1.1,200,540,http://www.akumenius.com/destinosCaracteristicas/hoteles-baratos-en-Ransol_ANDORRA-con-Adaptadas-para-minusv%C3%A1lidos,Mobile Safari,browser,7.0,iOS,7.0.2,{'default': 'WebKit'},null,null,null
www.akumenius.com,66.249.76.216,2014-02-23,11:15:23 +0100,US,United States,null,null,null,null,America/Chicago,37.751,-97.822,0,GET /destinos-baratos/hoteles-baratos/ofertas-hotel-Comfort-Inn-Kyoto-Gojo-en-Kyoto-153049b-destinos.html HTTP/1.1,404,3100,,Googlebot,generic,2.1,null,null,null,null,null,null
www.akumenius.com,83.60.40.202,2014-02-24,22:08:05 +0100,ES,Spain,null,null,null,null,Europe/Madrid,40.4172,-3.684,0,GET /libraries/slideShowHome/jquery.easing.1.2.js HTTP/1.1,200,4757,http://www.akumenius.com/,Mobile Safari,browser,7.0,iOS,7.0.6,{'default': 'WebKit'},null,null,null
www.akumenius.com,80.39.210.69,2014-02-24,22:10:19 +0100,ES,Spain,AN,Andalusia,Granada,18014,Europe/Madrid,37.1879,-3.604,0,GET /modules/raton/views/themes/bcoos/images/escapadas/bt_incluye.png HTTP/1.1,200,3194,http://www.akumenius.com/escapadas/general-550.html,Chrome,browser,33.0.1750.117,Windows,7,"{'default': 'WebKit', 'versions': {28: 'Blink'}}",null,null,desktop
www.akumenius.com,83.55.138.52,2014-02-28,22:59:21 +0100,ES,Spain,CT,Catalonia,Rubí,08191,Europe/Madrid,41.4923,2.033,0,GET /libraries/jqueryui/js/jquery.ui.mouse.min.js HTTP/1.1,200,2814,http://www.akumenius.com/escapadas/escapada-golf-islantilla-golf-resort-0437afab49458d7bd5a48954a459ad6d.html,Mobile Safari,browser,7.0,iOS,7.0.4,{'default': 'WebKit'},null,null,null
www.akumenius.com,81.35.144.114,2014-02-26,11:29:17 +0100,ES,Spain,PV,Basque Country,Irun,20305,Europe/Madrid,43.339,-1.7894,0,GET /libraries/jqueryui/css/ui-lightness/jquery.ui.datepicker.css HTTP/1.1,200,4062,http://www.akumenius.com/destinos-baratos/destinos-caracteristicas/hoteles-baratos-en-CALDEA_ANDORRA-con-Golf,Internet Explorer,browser,11.0,Windows,7,{'default': 'Trident'},null,null,desktop
www.akumenius.com,80.35.176.249,2014-02-26,14:49:13 +0100,ES,Spain,CT,Catalonia,Sant Just Desvern,08960,Europe/Madrid,41.386,2.0757,0,GET /includes/images/uploaded/Slideshow/FORMULA1.jpg HTTP/1.1,200,38716,http://www.akumenius.com/,Internet Explorer,browser,8.0,Windows,XP,{'default': 'Trident'},null,null,desktop
www.akumenius.com,88.8.167.139,2014-02-26,08:44:09 +0100,ES,Spain,CT,Catalonia,Puigcerdà,17520,Europe/Madrid,42.4363,1.9269,0,GET /libraries/jqueryui/js/jquery.ui.core.min.js HTTP/1.1,200,4365,http://www.akumenius.com/hoteles-baratos/ofertas-hotel-Hotel-Confort-en-Mirepoix-221335b-destinos.html,Google Search App,mobile app,3.2.1.25875,iOS,7.0.6,null,null,null,null
www.akumenius.com,84.122.81.236,2014-02-25,22:10:42 +0100,ES,Spain,AN,Andalusia,Linares,23700,Europe/Madrid,38.0952,-3.636,0,GET /libraries/jqueryui/js/jquery.ui.mouse.min.js HTTP/1.1,200,2814,http://www.akumenius.com/,Android Browser,browser,null,Android,4.3,{'default': 'WebKit'},null,null,null
www.akumenius.com,66.249.76.216,2014-02-23,23:20:42 +0100,US,United States,null,null,null,null,America/Chicago,37.751,-97.822,0,GET /destinosCaracteristicas/hoteles-baratos-en-Bad-Salzdetfurth_ALEMANIA-con-Objetos-perdidos HTTP/1.1,200,8264,,Googlebot,generic,2.1,null,null,null,null,null,null
www.akumenius.com,65.55.52.118,2014-02-28,18:30:44 +0100,US,United States,null,null,null,null,America/Chicago,37.751,-97.822,0,GET /destinosCaracteristicas/hoteles-baratos-en-Granada_ESPA%C3%83%C6%92%C3%86%E2%80%99%C3%83%E2%80%A0%C3%A2%E2%82%AC%E2%84%A2%C3%83%C6%92%C3%A2%E2%82%AC%C5%A1%C3%83%E2%80%9A%C3%82%C2%AF%C3%83%C6%92%C3%86%E2%80%99%C3%83%C2%A2%C3%A2%E2%80%9A%C2%AC%C3%85%C2%A1%C3%83%C6%92%C3%A2%E2%82%AC%C5%A1%C3%83%E2%80%9A%C3%82%C2%BF%C3%83%C6%92%C3%86%E2%80%99%C3%83%C2%A2%C3%A2%E2%80%9A%C2%AC%C3%85%C2%A1%C3%83%C6%92%C3%A2%E2%82%AC%C5%A1%C3%83%E2%80%9A%C3%82%C2%BDA-con-Gimnasio HTTP/1.1,200,6465,,bingbot,generic,2.0,null,null,null,null,null,null
www.akumenius.com,66.249.76.216,2014-02-25,09:01:00 +0100,US,United States,null,null,null,null,America/Chicago,37.751,-97.822,0,GET /destinos-baratos/hoteles-en-Puebla_MEXICO HTTP/1.1,200,23887,,Googlebot,generic,2.1,null,null,null,null,null,null
test.akumenius.com,80.28.221.123,2014-02-27,17:07:18 +0100,ES,Spain,CT,Catalonia,null,08840,Europe/Madrid,41.3215,2.022,0,GET /newdesign/libraries/anythingSlider/images/2r.png HTTP/1.1,304,304,"""http://test.akumenius.com/newdesign/",Firefox,browser,3.6.17,Fedora,3.6.17,{'default': 'Gecko'},null,null,desktop
www.akumenius.com,66.249.76.216,2014-02-24,10:32:41 +0100,US,United States,null,null,null,null,America/Chicago,37.751,-97.822,0,GET /destinos-baratos/hoteles-en-Koh-Samui_TAILANDIA HTTP/1.1,200,34547,,Googlebot,generic,2.1,null,null,null,null,null,null
www.akumenius.com,62.117.197.230,2014-02-27,11:47:31 +0100,ES,Spain,MD,Madrid,Madrid,28038,Europe/Madrid,40.4143,-3.7016,0,GET /libraries/anythingSlider/images/3r.png HTTP/1.1,304,304,"""http://www.akumenius.com/",Internet Explorer,browser,8.0,Windows,XP,{'default': 'Trident'},null,null,desktop
www.akumenius.com,83.230.226.4,2014-02-25,20:34:16 +0100,ES,Spain,null,null,null,null,Europe/Madrid,40.4172,-3.684,0,GET /libraries/anythingSlider/images/5a.png HTTP/1.1,200,2515,http://www.akumenius.com/,Chrome,browser,33.0.1750.117,Windows,7,"{'default': 'WebKit', 'versions': {28: 'Blink'}}",null,null,desktop
www.akumenius.com,46.222.151.127,2014-02-24,12:30:25 +0100,ES,Spain,MD,Madrid,Madrid,28046,Europe/Madrid,40.4143,-3.7016,0,GET /hoteles-baratos/hoteles-todo-incluido.html?gclid=COTD7eDU5LwCFYkEwwodnBwAvg HTTP/1.1,200,9152,http://www.google.es/search?site=&source=hp&ei=Pi0LU7KBNIbrywOYmoL4Bg&q=hoteles+costa+todo+incluido+espa%C3%B1a&oq=Hoteles+Costa+todo&gs_l=mobile-gws-hp.1.1.0j0i22i30l3j0i22i10i30.2064.7598.0.9107.20.19.0.4.4.1.403.4694.0j6j8j4j1.19.0....0...1c.1.35.mobile-gws-hp..1.19.3793.5GJuy6TxJ58,Chrome Mobile,browser,32.0.1700.99,Android,4.3,"{'default': 'WebKit', 'versions': {28: 'Blink'}}",null,null,smartphone
www.akumenius.com,83.45.250.187,2014-02-25,20:39:58 +0100,ES,Spain,CM,Castille-La Mancha,Alcazar de San Juan,13600,Europe/Madrid,39.3901,-3.2083,0,GET /modules/raton/views/themes/bcoos/images/mapahoteles_boton.gif HTTP/1.1,200,2121,http://www.akumenius.com/destinosCaracteristicas/hoteles-baratos-en-Gambia_GAMBIA-con-Motos-acu%C3%A1ticas,Internet Explorer,browser,11.0,Windows,7,{'default': 'Trident'},null,null,desktop
www.akumenius.com,199.30.25.45,2014-02-26,12:04:39 +0100,US,United States,WA,Washington,null,null,America/Los_Angeles,47.6032,-122.3412,0,GET /modules/raton/views/themes/bcoos/images/buscadores/fondo_inputcalraton.png HTTP/1.1,200,852,http://www.akumenius.com/escapadas/culturales-comunidad-valenciana-619.html,BingPreview,generic,1.0b,Windows,7,null,null,null,desktop
www.akumenius.com,77.230.211.95,2014-02-25,11:06:23 +0100,ES,Spain,CT,Catalonia,Moia,08180,Europe/Madrid,41.8113,2.0941,0,GET /modules/raton/views/themes/bcoos/images/ficha_hotel.png HTTP/1.1,200,3078,http://www.akumenius.com/hotel-list,Chrome,browser,32.0.1700.107,Windows,7,"{'default': 'WebKit', 'versions': {28: 'Blink'}}",null,null,desktop
www.akumenius.com,157.55.35.112,2014-02-23,07:00:01 +0100,US,United States,WA,Washington,null,null,America/Los_Angeles,47.6032,-122.3412,0,GET /destinos-baratos/destinos-caracteristicas/hoteles-baratos-en-Dubai_EMIRATOS%20ARABES%20UNIDOS-con-Llamadas-locales-gratuitas HTTP/1.1,200,8325,,bingbot,generic,2.0,null,null,null,null,null,null
www.akumenius.com,83.63.165.156,2014-02-25,14:19:36 +0100,ES,Spain,AN,Andalusia,Bollullos par del Condado,21710,Europe/Madrid,37.3413,-6.5397,0,GET /modules/raton/views/themes/bcoos/css/buttons_nav_elige.css HTTP/1.1,200,48,http://www.akumenius.com/hotel-list,Firefox,browser,18.0,Windows,Vista,{'default': 'Gecko'},null,null,desktop
www.akumenius.com,176.9.34.171,2014-02-27,13:02:24 +0100,DE,Germany,null,null,null,null,Europe/Berlin,51.2993,9.491,0,GET /hoteles-baratos/ofertas-hotel-Do-Col%C3%A9gio-en-PONTA%20DELGADA%20(S%C3%83O%20MIGUEL)-3395745t-destinos.html HTTP/1.0,200,5154,,MJ12bot,generic,v1.4.4,null,null,null,null,null,null
www.akumenius.com,66.249.76.216,2014-02-28,11:20:08 +0100,US,United States,null,null,null,null,America/Chicago,37.751,-97.822,0,GET /destinos-caracteristicas/hoteles-baratos-en-Biasca_SUIZA-con-Sala-de-conferencias HTTP/1.1,200,6384,,Googlebot,generic,2.1,null,null,null,null,null,null
www.akumenius.com,79.156.107.90,2014-02-26,11:13:49 +0100,ES,Spain,CT,Catalonia,Monistrol de Montserrat,08691,Europe/Madrid,41.6167,1.85,0,POST /destinos-get HTTP/1.1,200,253,http://www.akumenius.com/?gclid=CIP7kZbH6bwCFVKWtAodYCkA5A,Firefox,browser,27.0,Windows,7,{'default': 'Gecko'},null,null,desktop
www.akumenius.com,188.76.23.9,2014-03-01,23:44:17 +0100,ES,Spain,AN,Andalusia,Seville,41002,Europe/Madrid,37.3834,-5.9789,0,GET /modules/raton/views/themes/bcoos/css/raton.css?1 HTTP/1.1,200,17458,http://www.akumenius.com/,Chrome,browser,33.0.1750.117,Windows,8,"{'default': 'WebKit', 'versions': {28: 'Blink'}}",null,null,desktop
www.akumenius.com,84.123.55.84,2014-02-28,03:06:51 +0100,ES,Spain,IB,Balearic Islands,Palma,07008,Europe/Madrid,39.5661,2.6484,0,GET //libraries/anythingSlider/images/1a.png HTTP/1.1,200,2305,http://www.akumenius.com/,Chrome,browser,33.0.1750.117,Windows,XP,"{'default': 'WebKit', 'versions': {28: 'Blink'}}",null,null,desktop
www.akumenius.com,88.24.43.102,2014-02-24,09:27:30 +0100,ES,Spain,CT,Catalonia,Badalona,08911,Europe/Madrid,41.45,2.2474,0,GET /libraries/jqueryui/css/ui-lightness/images/ui-bg_gloss-wave_35_f6a828_500x100.png HTTP/1.1,200,3762,http://www.akumenius.com/hotel-list,Chrome,browser,32.0.1700.107,Windows,Vista,"{'default': 'WebKit', 'versions': {28: 'Blink'}}",null,null,desktop
www.akumenius.com,66.249.76.216,2014-02-24,20:07:33 +0100,US,United States,null,null,null,null,America/Chicago,37.751,-97.822,0,GET /destinos-baratos/hoteles-en-Cape%20Coast_GHANA HTTP/1.1,200,9524,,Googlebot,generic,2.1,null,null,null,null,null,null
www.akumenius.com,95.18.145.23,2014-02-24,15:10:58 +0100,ES,Spain,EX,Extremadura,Pueblonuevo de Miramontes,10318,Europe/Madrid,40.0611,-5.373,0,GET /modules/raton/views/themes/bcoos/images/circulo-verde.png HTTP/1.1,200,2985,http://www.akumenius.com/hoteles-baratos/hoteles-todo-incluido.html?gclid=CLOz38745LwCFenjwgodQj0ALA,Android Browser,browser,null,Android,4.1.1,{'default': 'WebKit'},null,null,null
www.akumenius.com,81.38.227.45,2014-02-25,17:49:18 +0100,ES,Spain,CT,Catalonia,Montornès del Vallès,08170,Europe/Madrid,41.5333,2.2667,0,GET //libraries/anythingSlider/images/5a.png HTTP/1.1,200,2515,http://www.akumenius.com/,Safari,browser,7.0.1,Mac,10.9.1,{'default': 'WebKit'},null,null,desktop
www.akumenius.com,66.249.76.216,2014-02-25,03:57:16 +0100,US,United States,null,null,null,null,America/Chicago,37.751,-97.822,0,GET /destinosCaracteristicas/hoteles-baratos-en-Wuhan_CHINA-con-Baloncesto HTTP/1.1,200,8852,,Googlebot,generic,2.1,null,null,null,null,null,null
www.akumenius.com,5.255.253.81,2014-02-27,03:43:45 +0100,RU,Russia,MOW,Moscow,Moscow,125009,Europe/Moscow,55.7527,37.6172,0,GET /includes/images/uploaded/SEMANA-S13_LARGE.jpg HTTP/1.1,304,304,,YandexImages,generic,3.0,null,null,null,null,null,null
www.akumenius.com,81.172.12.71,2014-02-26,12:25:27 +0100,ES,Spain,VC,Valencia,Valencia,46021,Europe/Madrid,39.4705,-0.3765,0,GET /libraries/jqueryui/js/jquery.ui.dialog.min.js HTTP/1.1,200,11690,http://www.akumenius.com/hotel-list/26621/TH/RIU%20COSTA%20LAGO,Android Browser,browser,null,Android,4.2.1,{'default': 'WebKit'},null,null,null
localhost,127.0.0.1,2014-02-25,00:46:10 +0100,ES,Spain,GI,Girona,Girona,17003,Europe/Madrid,41.9831,2.8249,0,OPTIONS * HTTP/1.0,200,,,Apache,generic,,null,null,null,null,null,null
www.akumenius.com,84.123.156.106,2014-02-25,18:03:46 +0100,ES,Spain,null,null,null,null,Europe/Madrid,40.4172,-3.684,0,GET /hoteles-baratos/hoteles-todo-incluido.html HTTP/1.1,200,9139,http://www.akumenius.com/destinos-baratos/hoteles-en-Benidorm_ESPA%C3%91A,Android Browser,browser,null,Android,4.1.2,{'default': 'WebKit'},null,null,null
www.akumenius.com,81.33.91.248,2014-02-24,12:40:17 +0100,ES,Spain,AS,Principality of Asturias,Langreo,33930,Europe/Madrid,43.3197,-5.7067,0,POST /destinos-get HTTP/1.1,200,393,http://www.akumenius.com/hoteles-baratos/hoteles-todo-incluido.html?gclid=CPb0vPfW5LwCFeXKtAodiTMA8w,Chrome,browser,31.0.1650.63,Windows,7,"{'default': 'WebKit', 'versions': {28: 'Blink'}}",null,null,desktop
www.akumenius.com,31.4.236.138,2014-02-23,23:12:14 +0100,ES,Spain,VC,Valencia,Valencia,46007,Europe/Madrid,39.4705,-0.3765,0,GET /includes/images/uploaded/Slideshow/semana-santa-huevos-pascua.jpg HTTP/1.1,200,28713,http://www.akumenius.com/,Chrome,browser,33.0.1750.117,Windows,7,"{'default': 'WebKit', 'versions': {28: 'Blink'}}",null,null,desktop
www.akumenius.com,95.18.46.3,2014-02-26,22:57:44 +0100,ES,Spain,MD,Madrid,Madrid,28016,Europe/Madrid,40.4143,-3.7016,0,GET /modules/raton/views/themes/bcoos/js/views/hotelDetail.js HTTP/1.1,200,16594,http://www.akumenius.com/hoteles-baratos/ofertas-hotel-Eurostars-Palace-en-Cordoba-95384b-destinos.html,Internet Explorer,browser,10.0,Windows,7,{'default': 'Trident'},null,null,desktop
www.akumenius.com,66.249.76.216,2014-02-23,03:15:58 +0100,US,United States,null,null,null,null,America/Chicago,37.751,-97.822,0,GET /hoteles-baratos/ofertas-hotel-Hotel-Aspen-en-Grindelwald-214261b-destinos.html HTTP/1.1,404,3100,,Googlebot,generic,2.1,null,null,null,null,null,null
www.akumenius.com,37.14.223.169,2014-02-28,08:58:06 +0100,ES,Spain,VC,Valencia,Torreblanca,12596,Europe/Madrid,40.2203,0.1965,0,GET /libraries/jqueryui/js/jquery.ui.slider.min.js HTTP/1.1,200,10108,http://www.akumenius.com/hotel-list?type=e,Internet Explorer,browser,8.0,Windows,XP,{'default': 'Trident'},null,null,desktop
www.akumenius.com,162.243.192.191,2014-02-23,04:05:46 +0100,US,United States,NY,New York,New York,10011,America/New_York,40.7308,-73.9975,501,GET /destinos-baratos/hoteles-en-Mallorca_ESPA%C3%91A HTTP/1.1,200,80901,http://www.akumenius.com/,spbot,generic,4.0.7,null,null,null,null,null,null
www.akumenius.com,95.63.234.126,2014-02-27,12:28:44 +0100,ES,Spain,GA,Galicia,Vigo,36211,Europe/Madrid,42.2338,-8.7252,0,GET /modules/raton/views/themes/bcoos/images/icono-edificio.png HTTP/1.1,200,3882,http://www.akumenius.com/hoteles-baratos/ofertas-hoteles-todo-incluido-en-algarve_PORTUGAL.html,Chrome,browser,33.0.1750.117,Windows,XP,"{'default': 'WebKit', 'versions': {28: 'Blink'}}",null,null,desktop
www.akumenius.com,65.55.213.69,2014-02-23,18:32:41 +0100,US,United States,VA,Virginia,Boydton,23917,America/New_York,36.6534,-78.375,560,GET /chollos HTTP/1.1,200,8194,,msnbot,generic,2.0b,null,null,null,null,null,null
www.akumenius.com,88.10.91.185,2014-02-25,17:50:45 +0100,ES,Spain,CT,Catalonia,Barcelona,08021,Europe/Madrid,41.3891,2.1611,0,GET /libraries/anythingSlider/anythingSlider.css HTTP/1.1,200,3233,http://www.akumenius.com/?gclid=COGzgJ3e57wCFdQPtAodck0AnA,Safari,browser,5.0.6,Mac,10.5.8,{'default': 'WebKit'},null,null,desktop
www.akumenius.com,81.45.52.104,2014-02-26,19:13:54 +0100,ES,Spain,MD,Madrid,Madrid,28003,Europe/Madrid,40.4143,-3.7016,0,GET /modules/raton/views/themes/bcoos/images/buscadores/aplicar_filtros.png HTTP/1.1,200,2591,http://www.akumenius.com/hotel-list,Android Browser,browser,null,Android,4.1.2,{'default': 'WebKit'},null,null,null
www.akumenius.com,89.29.152.238,2014-02-25,16:21:19 +0100,ES,Spain,CM,Castille-La Mancha,Almansa,02640,Europe/Madrid,38.8692,-1.0971,0,GET /modules/raton/views/themes/bcoos/css/blocks/buscadorApaisado.css HTTP/1.1,200,1527,http://www.akumenius.com/hotel-list,Chrome,browser,33.0.1750.117,Windows,7,"{'default': 'WebKit', 'versions': {28: 'Blink'}}",null,null,desktop
www.akumenius.com,66.249.76.216,2014-02-24,03:18:19 +0100,US,United States,null,null,null,null,America/Chicago,37.751,-97.822,0,GET /destinos-caracteristicas/hoteles-baratos-en-Toulouse_FRANCIA-con-Ofertas-especiales-de-SPA HTTP/1.1,200,8174,,Googlebot,generic,2.1,null,null,null,null,null,null
www.akumenius.com,66.249.76.216,2014-02-23,21:55:50 +0100,US,United States,null,null,null,null,America/Chicago,37.751,-97.822,0,GET /destinosCaracteristicas/hoteles-baratos-en-Montreal_CANADA-con-DVD HTTP/1.1,200,10117,,Googlebot,generic,2.1,null,null,null,null,null,null
www.akumenius.com,66.249.76.216,2014-02-26,00:56:24 +0100,US,United States,null,null,null,null,America/Chicago,37.751,-97.822,0,GET /destinosCaracteristicas/hoteles-baratos-en-Odessa_UCRANIA-con-Servicio-de-agencia-de-viajes HTTP/1.1,200,6436,,Googlebot,generic,2.1,null,null,null,null,null,null
www.akumenius.com,66.249.76.216,2014-02-23,21:31:26 +0100,US,United States,null,null,null,null,America/Chicago,37.751,-97.822,0,GET /destinos-baratos/destinos-caracteristicas/hoteles-baratos-en-BAH%C3%8DA_BRASIL-con-Vestuarios HTTP/1.1,200,9175,,Googlebot,generic,2.1,null,null,null,null,null,null
www.akumenius.com,87.221.48.48,2014-02-24,20:44:41 +0100,ES,Spain,AR,Aragon,Zaragoza,50007,Europe/Madrid,41.6574,-0.8764,0,GET /libraries/slideShowHome/prova/effects.js HTTP/1.1,200,55233,http://www.akumenius.com/,Firefox,browser,27.0,Windows,7,{'default': 'Gecko'},null,null,desktop
www.akumenius.com,88.31.131.220,2014-02-25,17:49:52 +0100,ES,Spain,null,null,null,null,Europe/Madrid,40.4172,-3.684,0,GET /modules/raton/views/themes/bcoos/css/2column_todoIncluido.css HTTP/1.1,200,13295,http://www.akumenius.com/chollos,Internet Explorer,browser,11.0,Windows,7,{'default': 'Trident'},null,null,desktop
localhost,127.0.0.1,2014-02-23,22:38:17 +0100,ES,Spain,GI,Girona,Girona,17003,Europe/Madrid,41.9831,2.8249,0,OPTIONS * HTTP/1.0,200,,,Apache,generic,,null,null,null,null,null,null
www.akumenius.com,83.53.176.205,2014-02-24,12:40:07 +0100,ES,Spain,GA,Galicia,Santa Uxia de Ribeira,15969,Europe/Madrid,42.5972,-9.0371,0,GET /modules/raton/views/themes/bcoos/images/buscadores/buscar-hotel.png HTTP/1.1,200,801,http://www.akumenius.com/hotel-list,Internet Explorer,browser,8.0,Windows,XP,{'default': 'Trident'},null,null,desktop
www.akumenius.com,217.127.87.222,2014-02-27,19:59:43 +0100,ES,Spain,IB,Balearic Islands,Palma,07002,Europe/Madrid,39.5661,2.6484,0,GET /includes/images/uploaded/Promociones/p_granada.jpg HTTP/1.1,200,18269,http://www.akumenius.com/,Chrome,browser,33.0.1750.117,Mac,10.8.5,"{'default': 'WebKit', 'versions': {28: 'Blink'}}",null,null,desktop
